"ANO_ELEICAO","CD_TIPO_ELEICAO","NM_TIPO_ELEICAO","TP_ABRANGENCIA","SG_UF","SG_UE","NM_UE","CD_CARGO","DS_CARGO","CD_SITUACAO_CANDIDATURA","DS_SITUACAO_CANDIDATURA","CD_DETALHE_SITUACAO_CAND","DS_DETALHE_SITUACAO_CAND","TP_AGREMIACAO","NR_PARTIDO","SG_PARTIDO","NR_IDADE_DATA_POSSE","CD_GENERO","DS_GENERO","CD_GRAU_INSTRUCAO","DS_GRAU_INSTRUCAO","CD_ESTADO_CIVIL","DS_ESTADO_CIVIL","CD_COR_RACA","DS_COR_RACA","VR_DESPESA_MAX_CAMPANHA"
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",3,"INAPTO",14,"INDEFERIDO","PARTIDO ISOLADO",15,"MDB",52,2,"MASCULINO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",59,2,"MASCULINO",4,"ENSINO FUNDAMENTAL COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",35,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",77,"SOLIDARIEDADE",43,2,"MASCULINO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",10,"REPUBLICANOS",36,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",12,"PDT",31,4,"FEMININO",3,"ENSINO FUNDAMENTAL INCOMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",19,"PODE",40,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",36,"PTC",44,4,"FEMININO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",17,"PSL",54,4,"FEMININO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",65,"PC do B",49,2,"MASCULINO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",65,"PC do B",41,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",50,"PSOL",42,2,"MASCULINO",7,"SUPERIOR INCOMPLETO",1,"SOLTEIRO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",15,"MDB",46,2,"MASCULINO",5,"ENSINO MÉDIO INCOMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",19,"PODE",46,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",77,"SOLIDARIEDADE",62,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",25,"DEM",60,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",28,"PRTB",45,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",30,"NOVO",23,4,"FEMININO",7,"SUPERIOR INCOMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",30,"NOVO",47,2,"MASCULINO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",10,"REPUBLICANOS",41,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",36,"PTC",52,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",12,"PDT",51,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",65,"PC do B",37,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",23,"CIDADANIA",36,2,"MASCULINO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",28,"PRTB",40,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",6,"NÃO INFORMADO",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",13,"PT",62,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",20,"PSC",32,2,"MASCULINO",7,"SUPERIOR INCOMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",25,"DEM",48,2,"MASCULINO",2,"LÊ E ESCREVE",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",13,"PT",54,2,"MASCULINO",4,"ENSINO FUNDAMENTAL COMPLETO",1,"SOLTEIRO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",20,"PSC",57,2,"MASCULINO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",70,"AVANTE",38,4,"FEMININO",2,"LÊ E ESCREVE",1,"SOLTEIRO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",23,"CIDADANIA",50,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",10,"REPUBLICANOS",48,4,"FEMININO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",25,"DEM",50,4,"FEMININO",2,"LÊ E ESCREVE",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",11,"PP",55,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",17,"PSL",55,4,"FEMININO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",20,"PSC",57,4,"FEMININO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",17,"PSL",71,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",10,"REPUBLICANOS",39,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",15,"MDB",62,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",20,"PSC",25,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",3,"INAPTO",14,"INDEFERIDO","PARTIDO ISOLADO",11,"PP",32,2,"MASCULINO",7,"SUPERIOR INCOMPLETO",9,"DIVORCIADO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",17,"PSL",64,2,"MASCULINO",2,"LÊ E ESCREVE",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",28,"PRTB",72,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",12,"PDT",44,2,"MASCULINO",5,"ENSINO MÉDIO INCOMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",25,"DEM",49,2,"MASCULINO",2,"LÊ E ESCREVE",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",10,"REPUBLICANOS",54,4,"FEMININO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",19,"PODE",35,2,"MASCULINO",7,"SUPERIOR INCOMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",3,"INAPTO",14,"INDEFERIDO","PARTIDO ISOLADO",25,"DEM",52,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",19,"PODE",42,4,"FEMININO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",77,"SOLIDARIEDADE",68,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",66,4,"FEMININO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",19,"PODE",42,4,"FEMININO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",19,"PODE",41,2,"MASCULINO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",59,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",40,2,"MASCULINO",7,"SUPERIOR INCOMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",17,"PSL",47,2,"MASCULINO",8,"SUPERIOR COMPLETO",7,"SEPARADO(A) JUDICIALMENTE",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",28,"PRTB",41,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",6,"NÃO INFORMADO",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",77,"SOLIDARIEDADE",56,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",14,"PTB",67,4,"FEMININO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",3,"INAPTO",14,"INDEFERIDO","PARTIDO ISOLADO",70,"AVANTE",61,4,"FEMININO",2,"LÊ E ESCREVE",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",90,"PROS",25,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",9,"DIVORCIADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",17,"PSL",41,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",65,"PC do B",54,2,"MASCULINO",3,"ENSINO FUNDAMENTAL INCOMPLETO",1,"SOLTEIRO(A)",5,"INDÍGENA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",15,"MDB",41,4,"FEMININO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",19,"PODE",46,4,"FEMININO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",43,"PV",45,4,"FEMININO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",15,"MDB",27,2,"MASCULINO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",70,"AVANTE",54,2,"MASCULINO",3,"ENSINO FUNDAMENTAL INCOMPLETO",3,"CASADO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",17,"PSL",56,2,"MASCULINO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",2,"PRETA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",43,"PV",54,2,"MASCULINO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",30,"NOVO",52,4,"FEMININO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",43,"PV",54,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",77,"SOLIDARIEDADE",62,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",3,"INAPTO",14,"INDEFERIDO","PARTIDO ISOLADO",36,"PTC",38,4,"FEMININO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",30,"NOVO",39,4,"FEMININO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",40,"PSB",54,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",18,"REDE",48,2,"MASCULINO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",70,"AVANTE",37,2,"MASCULINO",4,"ENSINO FUNDAMENTAL COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",65,"PC do B",38,2,"MASCULINO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",23,"CIDADANIA",49,4,"FEMININO",8,"SUPERIOR COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",3,"INAPTO",6,"RENÚNCIA","PARTIDO ISOLADO",12,"PDT",33,4,"FEMININO",8,"SUPERIOR COMPLETO",1,"SOLTEIRO(A)",1,"BRANCA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",28,"PRTB",51,4,"FEMININO",8,"SUPERIOR COMPLETO",9,"DIVORCIADO(A)",6,"NÃO INFORMADO",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",70,"AVANTE",58,2,"MASCULINO",4,"ENSINO FUNDAMENTAL COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",19,"PODE",47,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",3,"CASADO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",90,"PROS",27,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",90,"PROS",54,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",50,"PSOL",43,2,"MASCULINO",4,"ENSINO FUNDAMENTAL COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
2020,2,"ELEIÇÃO ORDINÁRIA","MUNICIPAL","PE",25313,"RECIFE",13,"VEREADOR",12,"APTO",2,"DEFERIDO","PARTIDO ISOLADO",77,"SOLIDARIEDADE",42,2,"MASCULINO",6,"ENSINO MÉDIO COMPLETO",1,"SOLTEIRO(A)",3,"PARDA",1011149
